0.0                      0.0
10.0                    0.0
15.0                    0.0
20                      0.0
25                      0.0
33.0                      0.0
33.5                    0.0
33.9552238805971         0.003393351800554
48.8805970149255       0.00781779008925822
56.3432835820896        0.0332102185287781
70.3358208955224        0.0688942751615882
75.0000000000001        0.0863996614342875
76.8656716417912        0.0972683902739304
82.4626865671643        0.0990958756540474
112.313432835821        0.0950561711295783
 145.89552238806        0.0891889812249923
170.149253731343        0.0831294244382887
199.067164179105        0.0787049861495845
239.179104477612        0.0847645429362881
265.298507462687        0.0909202831640505
296.082089552239         0.096114188981225
321.268656716418        0.0999615266235765
375.373134328358        0.0941905201600493
423.880597014925        0.0881309633733456
500.373134328358        0.0794744536780548
565.671641791045        0.0721645121575869
 645.89552238806        0.0631232686980609
782.089552238806        0.0480224684518313
864.179104477612        0.0386926746691289
936.940298507463        0.0322483841181902
1075                    0.0194559864573715
1166.41791044776        0.0109918436441982
1298.88059701493       0.00329716835949521
1381.90298507463      0.000219298245614008
1433.20895522388     0
1654.29104477612     0
1819.40298507463     0
1820.0               0
1830.0               0.0
1850.0               0.0
1900.0               0.0
1950.0               0.0
2000.0               0.0
