%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=214150, 2022/11/29 1:49:29.50)
1 19 4.634996e-01 0 0 4.539314e-01 4.477208e-01 4.807178e-01 4.559809e-01 4.608230e-01 4.550746e-01 4.492168e-01 4.808141e-01 4.657161e-01 4.633788e-01 4.537254e-01 4.615520e-01 4.587087e-01 4.517786e-01 4.548630e-01 4.595654e-01 4.511122e-01 4.583614e-01 4.554022e-01 4.714805e-01 4.541980e-01 4.537993e-01 4.513648e-01 4.818898e-01 4.572862e-01 4.744279e-01 4.464010e-01 4.506683e-01 4.476334e-01 4.793739e-01 4.641079e-01 4.775896e-01 4.538750e-01 
2 37 4.445272e-01 0 0 4.338593e-01 4.129198e-01 4.624144e-01 4.275437e-01 4.495720e-01 4.288630e-01 4.273503e-01 4.497946e-01 4.506160e-01 4.664984e-01 4.261157e-01 4.298245e-01 4.256962e-01 4.219266e-01 4.230534e-01 4.310728e-01 4.185386e-01 4.408657e-01 4.406792e-01 4.406733e-01 4.408569e-01 4.316630e-01 4.203062e-01 4.524358e-01 4.263561e-01 4.436790e-01 4.183428e-01 4.246600e-01 4.374687e-01 4.831521e-01 4.335082e-01 4.540965e-01 4.373597e-01 
3 55 4.367149e-01 0 0 4.235074e-01 3.916062e-01 4.543592e-01 4.141129e-01 4.449860e-01 4.078143e-01 4.358277e-01 4.524938e-01 4.364630e-01 4.915066e-01 4.123758e-01 4.191137e-01 4.094696e-01 3.988476e-01 4.229345e-01 4.265996e-01 3.978848e-01 4.462103e-01 4.301109e-01 4.351169e-01 4.438970e-01 4.265150e-01 4.242393e-01 4.443732e-01 4.177285e-01 4.206835e-01 4.111601e-01 4.377250e-01 4.161061e-01 4.579755e-01 4.434559e-01 4.423682e-01 4.246590e-01 
4 73 4.346795e-01 0 0 4.208454e-01 3.743207e-01 4.516185e-01 4.110215e-01 4.424741e-01 3.942143e-01 4.337138e-01 4.418657e-01 4.554614e-01 4.918634e-01 4.094083e-01 4.139008e-01 3.966519e-01 3.869157e-01 4.100258e-01 4.121853e-01 3.914732e-01 4.672959e-01 4.369929e-01 4.302488e-01 4.365291e-01 4.279083e-01 4.163801e-01 4.487475e-01 4.068190e-01 4.101006e-01 4.072591e-01 4.321354e-01 3.997964e-01 4.528369e-01 4.301214e-01 4.352995e-01 4.284282e-01 
5 91 4.337819e-01 0 0 4.124323e-01 3.603864e-01 4.767108e-01 4.027255e-01 4.430139e-01 3.933187e-01 4.249862e-01 4.333747e-01 4.607223e-01 5.220721e-01 4.043521e-01 3.958634e-01 3.936357e-01 3.982497e-01 4.005765e-01 3.969361e-01 3.775631e-01 4.618152e-01 4.285366e-01 4.217181e-01 4.403997e-01 4.251810e-01 4.147691e-01 4.450278e-01 4.101358e-01 4.156977e-01 4.034444e-01 4.204145e-01 3.924120e-01 4.565500e-01 4.575992e-01 4.236930e-01 4.255229e-01 
6 109 4.336183e-01 0 0 4.176887e-01 3.471818e-01 4.742285e-01 3.897096e-01 4.547497e-01 3.857187e-01 4.253693e-01 4.219256e-01 4.496179e-01 5.214371e-01 4.026495e-01 3.911766e-01 3.882516e-01 4.129456e-01 4.165907e-01 3.975146e-01 3.686502e-01 4.486010e-01 4.350969e-01 4.158072e-01 4.329205e-01 4.420925e-01 4.080157e-01 4.423324e-01 4.133846e-01 4.194307e-01 4.035788e-01 4.155372e-01 3.928273e-01 4.496253e-01 4.582286e-01 4.215387e-01 4.374318e-01 
7 127 4.453258e-01 0 0 4.324219e-01 3.418071e-01 5.053929e-01 4.056723e-01 4.787343e-01 3.907632e-01 4.338954e-01 4.213783e-01 4.470135e-01 5.528662e-01 4.074933e-01 4.055572e-01 3.921072e-01 4.202528e-01 4.267218e-01 4.067203e-01 3.774196e-01 4.602756e-01 4.489680e-01 4.427386e-01 4.501673e-01 4.496768e-01 4.146990e-01 4.444350e-01 4.264902e-01 4.289061e-01 4.091800e-01 4.360169e-01 4.148740e-01 4.498801e-01 5.030544e-01 4.366713e-01 4.366157e-01 
8 145 4.594095e-01 0 0 4.517167e-01 3.379125e-01 5.681494e-01 4.146087e-01 5.070300e-01 4.085496e-01 4.465619e-01 4.523946e-01 4.482864e-01 5.931109e-01 4.208399e-01 4.189259e-01 3.908758e-01 4.359888e-01 4.289903e-01 4.156086e-01 3.846755e-01 4.834375e-01 4.572562e-01 4.557064e-01 4.734420e-01 4.526971e-01 4.165017e-01 4.564679e-01 4.374974e-01 4.348368e-01 4.403493e-01 4.519003e-01 4.172998e-01 4.590973e-01 5.301181e-01 4.464091e-01 4.445006e-01 
9 163 4.721505e-01 0 0 4.690987e-01 3.333825e-01 5.968171e-01 4.244771e-01 5.204667e-01 4.099924e-01 4.665744e-01 4.583367e-01 4.561503e-01 6.113776e-01 4.415642e-01 4.475765e-01 3.922355e-01 4.551308e-01 4.261084e-01 4.367578e-01 3.930652e-01 5.289318e-01 4.774820e-01 4.881667e-01 4.714992e-01 4.489206e-01 4.246704e-01 4.545501e-01 4.356207e-01 4.495900e-01 4.567710e-01 4.672485e-01 4.430944e-01 4.810700e-01 5.976559e-01 4.590667e-01 4.608519e-01 
10 181 4.883676e-01 0 0 4.797572e-01 3.321535e-01 6.470479e-01 4.749387e-01 5.313635e-01 4.193860e-01 4.848041e-01 4.794206e-01 4.595553e-01 6.163628e-01 4.698301e-01 4.637969e-01 4.049308e-01 4.816933e-01 4.283726e-01 4.657781e-01 4.023529e-01 5.712752e-01 4.849016e-01 5.031130e-01 5.216202e-01 4.515416e-01 4.402037e-01 4.604792e-01 4.456676e-01 4.634923e-01 4.682897e-01 4.757218e-01 4.542733e-01 5.266135e-01 6.017953e-01 4.795213e-01 4.716891e-01 
