%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=214150, 2022/11/29 1:49:29.50)
1 19 4.634996e-01 1.079500e+00  1.937399985296118425e-04  1.937399985296118425e-04  2.758142530972575689e-03  2.483441909668706801e-02
2 37 4.445272e-01 1.170087e+00  1.312292805433021444e-04  1.312292805433021444e-04  2.363469018213025692e-03  1.788038977005464852e-02
3 55 4.367149e-01 1.255104e+00  1.312292805433021444e-04  2.611783209891520730e-04  2.201724556714087545e-03  2.654452314281342817e-02
4 73 4.346795e-01 1.314016e+00  5.409170071934806592e-05  5.409170071934806592e-05  1.455799134937885760e-03  1.653860183251059518e-02
5 91 4.337819e-01 1.448646e+00  5.409170071934806592e-05  5.295134040021866415e-04  2.012617389511198000e-03  2.009216484453821630e-02
6 109 4.336183e-01 1.501914e+00  5.409170071934806592e-05  8.621601019505309698e-05  1.739737943517681833e-03  2.274798873518654729e-02
7 127 4.453258e-01 1.617480e+00  5.409170071934806592e-05  7.431444935668033119e-05  9.582418794038414980e-04  2.298698318093444007e-02
8 145 4.594095e-01 1.755221e+00  5.409170071934806592e-05  8.746425921714686726e-05  1.504142659311985411e-03  2.161739650192745499e-02
9 163 4.721505e-01 1.833862e+00  5.409170071934806592e-05  1.593985487250754629e-04  1.560008487498259957e-03  1.763370117184123384e-02
10 181 4.883676e-01 1.948039e+00  5.409170071934806592e-05  1.396569118474591585e-04  1.846016105553108157e-03  1.069132823317079511e-02
11 199 5.019685e-01 2.050823e+00  5.409170071934806592e-05  1.226531234434993388e-04  2.730244665360307809e-03  1.703117300161543363e-02
12 217 5.173369e-01 2.141909e+00  5.409170071934806592e-05  7.847529890196067420e-05  1.706839773673343415e-03  1.605032570253858010e-02
13 235 5.256585e-01 2.250571e+00  5.409170071934806592e-05  9.837776485676568794e-05  4.692541817615006566e-04  1.982322631856800466e-02
14 253 5.329102e-01 2.444514e+00  5.409170071934806592e-05  1.115900593907385096e-04  1.112713495579608584e-03  2.393899933507199693e-02
15 271 5.407683e-01 2.538641e+00  5.409170071934806592e-05  9.336730674229133252e-05  1.832508474657204870e-03  1.670925343923787207e-02
16 289 5.333568e-01 2.612852e+00  5.409170071934806592e-05  6.612194672744870069e-05  6.127355816279375384e-04  2.570390566868256677e-02
17 307 5.207041e-01 2.692414e+00  5.409170071934806592e-05  1.066986864976427770e-04  8.009998086730893679e-04  2.830756690393358699e-02
18 325 5.074483e-01 2.747084e+00  5.409170071934806592e-05  1.211475434116851947e-04  3.980604246292299923e-04  1.804411745246613588e-02
19 343 5.061552e-01 2.804539e+00  5.409170071934806592e-05  8.175550784065778356e-05  8.747289130179589436e-04  2.252115082614209590e-02
20 361 5.101720e-01 2.918158e+00  5.409170071934806592e-05  8.036012370219735332e-05  6.555020779894580717e-04  1.622714576677717485e-02
21 379 5.274584e-01 2.845415e+00  5.409170071934806592e-05  1.509646163075314170e-04  8.203482534442423047e-04  2.417515795086619748e-02
22 397 5.353982e-01 2.801587e+00  5.409170071934806592e-05  8.140406790680044429e-05  4.242123353910923775e-04  1.909739977875153823e-03
23 415 5.296134e-01 2.679015e+00  5.409170071934806592e-05  9.065590263784002018e-05  4.148587809260519512e-04  2.237036665560034575e-03
24 433 5.323879e-01 3.065674e+00  5.409170071934806592e-05  1.164334670922209143e-04  3.164025516695327797e-04  1.620679294971642250e-03
25 451 5.173708e-01 3.187303e+00  5.409170071934806592e-05  1.052889556963594651e-04  3.058158195094086559e-04  4.613053524349993752e-03
26 469 5.101164e-01 3.219756e+00  5.409170071934806592e-05  1.744474584812033254e-04  6.876820343773979620e-04  5.776786435228921379e-03
27 487 4.983407e-01 3.306697e+00  5.409170071934806592e-05  9.245892179613245468e-05  5.624511514677164609e-04  2.582273624449529792e-03
28 505 4.853764e-01 3.399489e+00  5.409170071934806592e-05  8.390526335730713017e-05  2.911938692590448734e-04  5.329475907886000938e-03
29 523 4.607023e-01 3.450462e+00  5.409170071934806592e-05  1.202284132924857533e-04  2.142598897812717841e-04  8.385658213607703401e-03
30 541 4.380968e-01 3.465438e+00  5.409170071934806592e-05  8.183697447017501062e-05  2.007604498759282536e-04  1.336216471097455413e-03
31 559 4.169951e-01 3.573142e+00  5.409170071934806592e-05  9.660670326962748650e-05  2.867442060183021538e-04  1.533576634862792148e-03
32 577 3.943395e-01 3.692028e+00  5.409170071934806592e-05  6.631026897002647495e-05  3.691641056579423610e-04  1.971802112824174846e-03
33 595 3.841253e-01 3.735811e+00  5.409170071934806592e-05  5.662904429685972828e-05  2.873181815019102922e-04  1.267770287478752487e-03
34 613 3.711422e-01 3.761008e+00  5.409170071934806592e-05  7.578221760804643734e-05  4.033732098111211155e-04  5.327040887426173245e-03
35 631 3.576270e-01 3.825564e+00  5.409170071934806592e-05  7.339825105236055889e-05  3.698700286030270185e-04  6.669642048067051139e-03
36 649 3.492657e-01 3.900191e+00  5.409170071934806592e-05  7.997730529332411928e-05  1.951780636188603498e-04  5.537481838473815032e-03
37 667 3.380173e-01 3.933619e+00  5.409170071934806592e-05  6.901745721324846949e-05  1.967372871141709768e-04  2.749859743341749162e-03
38 685 3.334688e-01 3.991280e+00  5.409170071934806592e-05  6.232178151973281454e-05  1.243214394664664095e-04  1.171902795613739227e-03
39 703 3.317222e-01 4.185058e+00  5.409170071934806592e-05  5.865223857234818343e-05  1.529698646520494818e-04  1.919875385461162045e-03
40 721 3.234708e-01 4.181252e+00  5.409170071934806592e-05  6.712358364369580598e-05  3.029909782025371986e-04  8.055957725571097437e-04
41 739 3.060287e-01 4.158869e+00  5.409170071934806592e-05  5.785699268096518885e-05  1.923354349992792401e-04  2.141655082314088826e-03
42 757 2.969097e-01 4.189544e+00  5.409170071934806592e-05  5.907706116477959123e-05  1.290805896555483783e-04  1.879135330660170996e-03
43 775 2.888961e-01 4.321456e+00  5.409170071934806592e-05  6.688774594797440879e-05  1.314480959020682886e-04  1.320817793019330713e-03
44 793 2.847922e-01 4.343892e+00  5.409170071934806592e-05  6.538578890175235359e-05  1.029259685796234829e-04  5.845116905491519466e-04
45 811 2.853610e-01 4.347773e+00  5.409170071934806592e-05  5.513838448153233183e-05  1.483668216388838107e-04  3.346766051325639636e-04
46 829 2.853835e-01 4.544758e+00  5.409170071934806592e-05  5.418770153696538894e-05  1.473574093629203847e-04  5.885534374529924643e-04
47 847 2.883638e-01 4.627021e+00  5.409170071934806592e-05  5.475087171699860258e-05  1.995146609561003720e-04  7.837419276341360801e-04
48 865 2.899638e-01 4.812396e+00  5.409170071934806592e-05  5.418787340700587313e-05  1.213265044871347217e-04  3.052187761056672152e-03
49 883 2.879329e-01 5.114311e+00  5.242335798442803992e-05  5.242335798442803992e-05  1.294358248986537073e-04  3.882278572056767157e-04
50 901 2.833160e-01 5.210441e+00  5.242335798442803992e-05  5.452921623454538489e-05  1.131839316214509807e-04  1.006739636463499076e-03
51 919 2.795256e-01 5.228466e+00  5.242335798442803992e-05  5.935706905972614622e-05  1.273565138352320859e-04  1.140355501565244430e-03
52 937 2.798133e-01 5.571830e+00  5.242335798442803992e-05  5.512105284612973759e-05  1.208008125796811226e-04  5.055417551932295424e-04
53 955 2.825318e-01 5.807266e+00  5.242335798442803992e-05  6.060219349908924931e-05  1.370488042691511352e-04  2.917132543896580783e-03
54 973 2.786501e-01 5.947342e+00  5.242335798442803992e-05  5.245147003942725810e-05  1.166200210299564135e-04  7.534821643865780060e-04
55 991 2.767281e-01 5.985813e+00  5.242335798442803992e-05  5.458368869306664124e-05  8.504432437026668409e-05  1.114188353340519284e-03
56 1009 2.823544e-01 6.455781e+00  5.242335798442803992e-05  5.260290180781168314e-05  2.441973836176753116e-04  8.298674934694426917e-04
57 1027 2.811628e-01 6.780280e+00  5.170846576666010400e-05  5.170846576666010400e-05  1.174766405040834579e-04  8.005635224564142984e-04
58 1045 2.759518e-01 7.233247e+00  5.170846576666010400e-05  5.754943434334578226e-05  1.011211617508701540e-04  2.962038633711598667e-04
59 1063 2.749072e-01 7.449798e+00  5.115393909222836079e-05  5.115393909222836079e-05  1.039901650056363505e-04  4.486378445651555439e-04
60 1081 2.725304e-01 7.580227e+00  5.062131554653634424e-05  5.062131554653634424e-05  9.582371692157189320e-05  5.379417274311515612e-04
61 1099 2.639950e-01 7.582388e+00  5.062131554653634424e-05  5.727761126152690314e-05  1.313713473258197703e-04  4.030866488689541552e-04
62 1117 2.555179e-01 7.812164e+00  5.062131554653634424e-05  5.262860622136702191e-05  7.350001397779922169e-05  3.918183542736717543e-04
63 1135 2.516198e-01 8.531474e+00  5.062131554653634424e-05  5.196501689545996057e-05  1.103561061070909804e-04  6.596206637434748722e-04
64 1153 2.499054e-01 9.135343e+00  4.873444593608909203e-05  4.873444593608909203e-05  8.400682613122836275e-05  2.848382006172824293e-04
65 1171 2.525528e-01 9.477854e+00  4.873444593608909203e-05  5.093600069432449584e-05  8.436408712815478251e-05  2.078488086137768006e-04
66 1189 2.555778e-01 1.014504e+01  4.824363229342603743e-05  4.824363229342603743e-05  7.834075119642785502e-05  3.405605883909165071e-04
67 1207 2.561569e-01 1.122338e+01  4.824363229342603743e-05  4.913654808626064023e-05  8.627083448938349078e-05  3.733905528027456106e-04
68 1225 2.494447e-01 1.166712e+01  4.824363229342603743e-05  4.983069227125768190e-05  8.096078238203361429e-05  2.643950684085262775e-03
69 1243 2.456249e-01 1.216685e+01  4.824363229342603743e-05  5.367951369984120852e-05  1.102012896823317085e-04  5.080843886876655049e-04
70 1261 2.394495e-01 1.233493e+01  4.799110256450787323e-05  4.799110256450787323e-05  7.660198627847233845e-05  1.450019665786200839e-04
71 1279 2.359884e-01 1.228515e+01  4.799110256450787323e-05  5.532933604421071269e-05  1.027249239822882788e-04  3.135936693575460386e-04
72 1297 2.308258e-01 1.222774e+01  4.799110256450787323e-05  5.146676000563065205e-05  1.071609283913478182e-04  3.573835150400720773e-04
73 1315 2.250873e-01 1.255446e+01  4.799110256450787323e-05  5.405451497944656591e-05  8.389810460124392838e-05  2.533706801122332904e-04
74 1333 2.230797e-01 1.259248e+01  4.799110256450787323e-05  4.936193599313217314e-05  6.969763682240819524e-05  1.306507103434253071e-04
75 1351 2.187465e-01 1.271165e+01  4.779887535409151772e-05  4.779887535409151772e-05  6.990810739337076233e-05  2.340038747769491361e-04
76 1369 2.118860e-01 1.327080e+01  4.779887535409151772e-05  4.815464026205654142e-05  7.218546806649718322e-05  4.060179478917863832e-04
77 1387 2.089298e-01 1.351315e+01  4.705259530198555896e-05  4.705259530198555896e-05  6.756947412299335099e-05  2.108184979317771768e-04
78 1405 2.074943e-01 1.390660e+01  4.705259530198555896e-05  4.899882810908404623e-05  6.987696937685868406e-05  4.839504516079024140e-04
79 1423 2.047125e-01 1.432684e+01  4.705259530198555896e-05  4.814001978661907634e-05  6.725512257201878398e-05  3.411020535092549981e-04
80 1441 2.008839e-01 1.494661e+01  4.705259530198555896e-05  4.888030055566734911e-05  5.998957345768767858e-05  2.521932464202131761e-04
81 1459 1.986293e-01 1.470027e+01  4.652210108891864133e-05  4.652210108891864133e-05  8.488681496470986592e-05  1.991038107170450724e-04
82 1477 1.965113e-01 1.424654e+01  4.652210108891864133e-05  4.710469856755983140e-05  6.845220090632769469e-05  1.912523396219456019e-04
83 1495 1.974611e-01 1.477036e+01  4.652210108891864133e-05  4.665024268630334051e-05  6.151739910781427580e-05  1.890255927908912441e-04
84 1513 1.983892e-01 1.496747e+01  4.652210108891864133e-05  4.811923812522627482e-05  5.721553035827380495e-05  1.965313579670636035e-04
85 1531 1.969815e-01 1.489114e+01  4.652210108891864133e-05  4.771329676435351081e-05  7.637438518483838194e-05  2.047376181631014919e-04
86 1549 1.962588e-01 1.498255e+01  4.638208537200683813e-05  4.638208537200683813e-05  6.439259464550143490e-05  1.625187726401127559e-04
87 1567 1.927519e-01 1.557419e+01  4.638208537200683813e-05  4.825305446286013897e-05  6.962834081809498297e-05  1.025121057370304700e-04
88 1585 1.924221e-01 1.617547e+01  4.593558196454382953e-05  4.593558196454382953e-05  5.960663309393094257e-05  1.584176475654919226e-04
89 1603 1.931095e-01 1.660721e+01  4.475888823582401817e-05  4.475888823582401817e-05  5.312157158413591322e-05  2.573491376089216860e-04
90 1621 1.921447e-01 1.700120e+01  4.431824890011430988e-05  4.431824890011430988e-05  5.457243363169437308e-05  2.699047190108035967e-04
91 1639 1.899871e-01 1.685345e+01  4.431824890011430988e-05  4.439530792340745928e-05  5.435375098388076705e-05  2.162019205081663941e-04
92 1657 1.879359e-01 1.729499e+01  4.431824890011430988e-05  4.494441748148260689e-05  5.398539469232399568e-05  1.425998013514738743e-04
93 1675 1.897464e-01 1.714042e+01  4.431824890011430988e-05  4.494429479475385645e-05  5.382409029816468901e-05  1.105825232321818716e-04
94 1693 1.886961e-01 1.745334e+01  4.431824890011430988e-05  4.508636203636134080e-05  5.231516014136239318e-05  1.846106827740501711e-04
95 1711 1.882350e-01 1.757766e+01  4.405999151719253441e-05  4.405999151719253441e-05  5.422035933865515100e-05  2.168737789639890647e-04
96 1729 1.901237e-01 1.746625e+01  4.350326839721486039e-05  4.350326839721486039e-05  5.455422691191650925e-05  1.172249836699759733e-04
97 1747 1.901336e-01 1.819289e+01  4.350326839721486039e-05  4.354655173769741272e-05  5.458233063104074806e-05  1.101388775062424417e-04
98 1765 1.857294e-01 1.879889e+01  4.274031975353664419e-05  4.274031975353664419e-05  5.642080059620028804e-05  1.430246512266574843e-04
99 1783 1.852136e-01 1.929004e+01  4.274031975353664419e-05  4.421046248989182092e-05  5.286286398499737940e-05  8.170346329305620847e-05
100 1801 1.836016e-01 1.936425e+01  4.274031975353664419e-05  4.673114830563591666e-05  6.051363982172172184e-05  1.400736259193210921e-04
101 1819 1.812527e-01 1.926388e+01  4.274031975353664419e-05  4.308670457090185268e-05  5.370140665965861748e-05  1.208598506657190206e-04
102 1837 1.848111e-01 1.948821e+01  4.274031975353664419e-05  4.545443857911292981e-05  6.018136646155958946e-05  1.487537643096539818e-04
103 1855 1.881072e-01 1.991599e+01  4.249726836653165750e-05  4.249726836653165750e-05  5.391001530409925293e-05  1.804376840277360989e-04
104 1873 1.884480e-01 1.996751e+01  4.249726836653165750e-05  4.462838932073461359e-05  5.688073405081352555e-05  1.223520976629837896e-04
105 1891 1.878435e-01 2.085594e+01  4.249726836653165750e-05  4.415938751288139776e-05  5.739695587400759551e-05  9.736000715519795945e-05
106 1909 1.872267e-01 2.155206e+01  4.249726836653165750e-05  4.409693372063616147e-05  4.995955219753882087e-05  1.471063904950465468e-04
107 1927 1.877331e-01 2.158581e+01  4.190925549401636646e-05  4.190925549401636646e-05  5.098841233794261952e-05  1.338093675071643277e-04
108 1945 1.906469e-01 2.131114e+01  4.190925549401636646e-05  4.304213802635910600e-05  5.504648755799316584e-05  1.112143221424109144e-04
109 1963 1.991383e-01 2.041817e+01  4.125520035409855013e-05  4.125520035409855013e-05  4.961918727354301412e-05  1.182712867698134551e-04
110 1981 2.038290e-01 2.074947e+01  4.125520035409855013e-05  4.161520533531572696e-05  4.966290202022385415e-05  1.357313455927522156e-04
111 1999 2.095128e-01 2.158390e+01  4.125520035409855013e-05  4.191844524516402849e-05  5.423543235139623961e-05  3.579211392196760748e-04
