%  columns="iteration, evaluation, void, void, void, xmean" (startseed=214150, 2022/11/29 1:49:29.50)
0 1 0 0 0 2.224115e+03 7.834268e-01 2.101810e+01 2.045164e+01 6.053654e+01 4.000991e+00 4.889444e+00 3.134684e+01 4.936186e-02 6.852647e-02 3.158896e+00 2.584806e-01 5.000000e-01 2.071029e-02 1.429151e+01 1.395122e+01 7.487444e+00 1.367922e+00 1.085065e+02 8.557009e-01 8.830612e+00 1.050761e+02 1.491477e+02 6.663650e+01 3.209582e+00 2.810433e+01 1.527106e+01 1.025415e+03 1.031701e+02 2.592506e+02 6.940814e+02 1.583591e+02 9.976268e+02 
1 19 0 0 0 2.224347e+03 9.177689e-01 2.085369e+01 2.029264e+01 6.046586e+01 4.102705e+00 4.877504e+00 3.175484e+01 2.777326e-01 1.223186e-01 3.208207e+00 2.773400e-02 4.285486e-01 -9.598306e-02 1.426847e+01 1.359564e+01 7.719937e+00 1.491043e+00 1.083289e+02 1.284627e+00 8.630685e+00 1.050936e+02 1.493467e+02 6.645645e+01 3.058648e+00 2.820875e+01 1.528637e+01 1.025344e+03 1.032028e+02 2.595717e+02 6.942693e+02 1.584550e+02 9.977274e+02 
2 37 0 0 0 2.224421e+03 9.547831e-01 2.080352e+01 2.010502e+01 6.002920e+01 4.187695e+00 5.111434e+00 3.154259e+01 4.165523e-01 6.074890e-01 3.200511e+00 2.755405e-02 4.391932e-01 8.736035e-02 1.418441e+01 1.385805e+01 7.547080e+00 1.766456e+00 1.085662e+02 1.317315e+00 8.426588e+00 1.054106e+02 1.494480e+02 6.628368e+01 3.157821e+00 2.817761e+01 1.505791e+01 1.025162e+03 1.033804e+02 2.591267e+02 6.942955e+02 1.584743e+02 9.980981e+02 
3 55 0 0 0 2.224560e+03 8.765773e-01 2.110752e+01 2.024292e+01 5.983188e+01 4.157484e+00 5.071735e+00 3.146396e+01 2.618312e-01 1.085432e+00 3.011209e+00 1.927529e-01 4.122970e-01 1.189367e-01 1.433831e+01 1.369226e+01 7.480924e+00 1.596329e+00 1.083304e+02 1.596491e+00 8.504567e+00 1.052869e+02 1.492688e+02 6.605477e+01 3.123769e+00 2.826194e+01 1.526654e+01 1.024695e+03 1.035057e+02 2.591440e+02 6.942520e+02 1.582352e+02 9.982158e+02 
4 73 0 0 0 2.224499e+03 9.015028e-01 2.144008e+01 2.055135e+01 5.963987e+01 3.967383e+00 4.872138e+00 3.147306e+01 6.994331e-01 1.112068e+00 3.056720e+00 1.185111e-01 4.768432e-01 1.070391e-01 1.453455e+01 1.383384e+01 7.508618e+00 2.040563e+00 1.079890e+02 1.619802e+00 8.313098e+00 1.052660e+02 1.491380e+02 6.647026e+01 3.176412e+00 2.830190e+01 1.548755e+01 1.024760e+03 1.034194e+02 2.594375e+02 6.944009e+02 1.579960e+02 9.983099e+02 
5 91 0 0 0 2.224515e+03 9.906354e-01 2.188249e+01 2.051945e+01 5.964974e+01 4.036878e+00 4.911452e+00 3.147498e+01 2.286105e-01 1.545369e+00 3.216017e+00 7.743241e-02 4.780395e-01 2.710607e-01 1.440268e+01 1.373723e+01 7.458334e+00 1.965986e+00 1.081732e+02 1.667517e+00 8.250248e+00 1.053456e+02 1.490725e+02 6.637743e+01 3.309726e+00 2.844140e+01 1.561616e+01 1.024876e+03 1.034688e+02 2.598320e+02 6.944858e+02 1.580517e+02 9.982076e+02 
6 109 0 0 0 2.224703e+03 9.366383e-01 2.178900e+01 2.037691e+01 5.946066e+01 4.146929e+00 4.921002e+00 3.146569e+01 2.944263e-01 1.430411e+00 3.096049e+00 2.153933e-01 5.818904e-01 4.896154e-01 1.403434e+01 1.350550e+01 7.499647e+00 2.031447e+00 1.078077e+02 1.651124e+00 8.282359e+00 1.053115e+02 1.490949e+02 6.646857e+01 3.337776e+00 2.868718e+01 1.568906e+01 1.024736e+03 1.034687e+02 2.598419e+02 6.943127e+02 1.580081e+02 9.984803e+02 
7 127 0 0 0 2.224891e+03 8.740831e-01 2.217938e+01 2.066964e+01 5.919245e+01 3.977943e+00 4.770102e+00 3.157942e+01 3.110826e-01 1.489446e+00 3.299286e+00 3.060132e-01 5.282783e-01 2.219877e-01 1.395489e+01 1.388175e+01 7.488486e+00 2.194486e+00 1.078344e+02 1.948277e+00 7.944255e+00 1.051718e+02 1.490030e+02 6.648977e+01 3.427043e+00 2.869888e+01 1.563977e+01 1.024429e+03 1.035866e+02 2.597181e+02 6.949692e+02 1.577677e+02 9.983154e+02 
8 145 0 0 0 2.224582e+03 8.738846e-01 2.271538e+01 2.085801e+01 5.903115e+01 3.674492e+00 4.607228e+00 3.184772e+01 3.985942e-01 1.621840e+00 3.190419e+00 4.002062e-01 5.851314e-01 5.707669e-01 1.406721e+01 1.367816e+01 7.644352e+00 2.312021e+00 1.077969e+02 2.017827e+00 8.002298e+00 1.051899e+02 1.491700e+02 6.648768e+01 3.423991e+00 2.874407e+01 1.590000e+01 1.024605e+03 1.036985e+02 2.599222e+02 6.945637e+02 1.577792e+02 9.983370e+02 
9 163 0 0 0 2.224629e+03 9.327673e-01 2.237900e+01 2.099263e+01 5.911803e+01 3.674986e+00 4.635438e+00 3.175367e+01 6.239463e-01 1.460019e+00 3.075837e+00 6.570567e-01 5.428531e-01 7.040806e-01 1.406906e+01 1.342888e+01 7.851888e+00 2.501122e+00 1.077143e+02 2.323169e+00 8.172016e+00 1.051996e+02 1.492083e+02 6.660132e+01 3.346680e+00 2.892904e+01 1.606618e+01 1.024480e+03 1.040136e+02 2.600499e+02 6.942000e+02 1.579996e+02 9.986382e+02 
10 181 0 0 0 2.224562e+03 8.364886e-01 2.268022e+01 2.127644e+01 5.945149e+01 3.628336e+00 4.727276e+00 3.201293e+01 5.690964e-01 1.288039e+00 3.302020e+00 7.379541e-01 7.026825e-01 8.373772e-01 1.415263e+01 1.323682e+01 8.016325e+00 2.898514e+00 1.076458e+02 2.073827e+00 7.608026e+00 1.051264e+02 1.489782e+02 6.665509e+01 3.260352e+00 2.862185e+01 1.598598e+01 1.024434e+03 1.039905e+02 2.604225e+02 6.942314e+02 1.576377e+02 9.985018e+02 
11 199 0 0 0 2.224617e+03 8.427764e-01 2.274452e+01 2.167072e+01 5.914804e+01 3.418944e+00 4.810093e+00 3.189724e+01 6.669599e-01 1.036551e+00 3.288171e+00 5.475117e-01 6.263500e-01 5.647190e-01 1.409234e+01 1.353626e+01 8.072969e+00 3.089960e+00 1.075962e+02 2.400948e+00 7.654805e+00 1.051998e+02 1.491038e+02 6.650493e+01 3.416872e+00 2.878373e+01 1.612177e+01 1.024460e+03 1.041480e+02 2.604963e+02 6.941252e+02 1.577030e+02 9.986694e+02 
12 217 0 0 0 2.224324e+03 8.847613e-01 2.271672e+01 2.160900e+01 5.912270e+01 3.204575e+00 5.002556e+00 3.206476e+01 5.828602e-01 1.485854e+00 3.313567e+00 2.612224e-01 6.283962e-01 5.325715e-01 1.454455e+01 1.361026e+01 8.268753e+00 3.303276e+00 1.076934e+02 2.216430e+00 7.645721e+00 1.054780e+02 1.493634e+02 6.695622e+01 3.504052e+00 2.881412e+01 1.625959e+01 1.024361e+03 1.042295e+02 2.609413e+02 6.944998e+02 1.580220e+02 9.986974e+02 
13 235 0 0 0 2.224298e+03 9.465740e-01 2.285479e+01 2.152338e+01 5.918844e+01 2.973070e+00 5.191312e+00 3.212514e+01 7.054965e-01 1.517779e+00 3.164022e+00 5.113707e-01 6.600802e-01 5.517000e-01 1.464624e+01 1.339227e+01 8.089664e+00 3.382117e+00 1.075446e+02 1.773262e+00 8.002571e+00 1.052833e+02 1.493052e+02 6.714018e+01 3.372751e+00 2.857385e+01 1.641491e+01 1.024134e+03 1.041648e+02 2.610481e+02 6.943604e+02 1.584287e+02 9.987349e+02 
14 253 0 0 0 2.224330e+03 1.073927e+00 2.243023e+01 2.160477e+01 5.939652e+01 2.742309e+00 5.590526e+00 3.212617e+01 5.895691e-01 1.691201e+00 3.406577e+00 6.146839e-01 6.296937e-01 3.876359e-01 1.468730e+01 1.340263e+01 7.956084e+00 3.259663e+00 1.076400e+02 1.388922e+00 8.063014e+00 1.053786e+02 1.493255e+02 6.706888e+01 3.475744e+00 2.852673e+01 1.657029e+01 1.023590e+03 1.044776e+02 2.611519e+02 6.944223e+02 1.580656e+02 9.985183e+02 
15 271 0 0 0 2.224351e+03 1.105485e+00 2.177945e+01 2.167852e+01 5.950020e+01 3.037837e+00 5.820132e+00 3.193822e+01 3.710713e-01 1.051406e+00 3.599315e+00 3.340900e-01 7.280657e-01 5.164822e-01 1.459410e+01 1.349167e+01 7.775541e+00 3.329639e+00 1.077261e+02 1.435695e+00 7.701735e+00 1.052977e+02 1.492075e+02 6.742524e+01 3.202562e+00 2.911725e+01 1.693363e+01 1.023653e+03 1.047962e+02 2.612198e+02 6.943080e+02 1.578135e+02 9.980743e+02 
16 289 0 0 0 2.224309e+03 1.022408e+00 2.245559e+01 2.180842e+01 5.924506e+01 3.325943e+00 5.379456e+00 3.195393e+01 4.991901e-01 9.667500e-01 3.943607e+00 6.660551e-01 8.529790e-01 9.256269e-01 1.450759e+01 1.388156e+01 7.847734e+00 2.675615e+00 1.075483e+02 1.368082e+00 7.819670e+00 1.055215e+02 1.488564e+02 6.726423e+01 3.326942e+00 2.895519e+01 1.701664e+01 1.023749e+03 1.043688e+02 2.611342e+02 6.938518e+02 1.574691e+02 9.982316e+02 
17 307 0 0 0 2.224459e+03 1.128954e+00 2.295976e+01 2.122197e+01 5.931035e+01 3.120450e+00 5.430040e+00 3.209000e+01 7.758333e-01 1.437138e+00 3.828873e+00 9.155748e-01 6.255963e-01 7.455894e-01 1.439792e+01 1.401457e+01 7.881003e+00 2.958350e+00 1.075178e+02 1.139806e+00 7.615602e+00 1.054370e+02 1.488627e+02 6.746399e+01 3.431045e+00 2.934391e+01 1.693525e+01 1.024016e+03 1.044904e+02 2.609257e+02 6.939086e+02 1.575238e+02 9.984307e+02 
18 325 0 0 0 2.224471e+03 1.099186e+00 2.287035e+01 2.119182e+01 5.905507e+01 3.098765e+00 5.503559e+00 3.204746e+01 1.073865e+00 1.081144e+00 4.056053e+00 8.518619e-01 5.082453e-01 9.619989e-01 1.442142e+01 1.399166e+01 8.019979e+00 2.974089e+00 1.076088e+02 1.463489e+00 7.700327e+00 1.054476e+02 1.486043e+02 6.736942e+01 3.556113e+00 2.941971e+01 1.705559e+01 1.023842e+03 1.041615e+02 2.606780e+02 6.936353e+02 1.576491e+02 9.981761e+02 
19 343 0 0 0 2.224612e+03 1.171960e+00 2.298059e+01 2.131547e+01 5.912709e+01 2.837904e+00 5.622689e+00 3.207031e+01 1.039707e+00 8.689216e-01 4.111137e+00 8.026790e-01 7.879767e-01 1.242645e+00 1.422756e+01 1.394332e+01 8.254568e+00 2.949197e+00 1.078048e+02 1.760831e+00 7.720005e+00 1.055642e+02 1.485382e+02 6.754637e+01 3.576091e+00 2.955714e+01 1.718528e+01 1.023870e+03 1.041965e+02 2.598217e+02 6.934701e+02 1.573982e+02 9.979651e+02 
