%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=214150, 2022/11/29 1:49:29.50)
1 19 4.634996e-01 1.039677e+00 9.631098e-01 9.631098e-01 9.657687e-01 9.659572e-01 9.691848e-01 9.723163e-01 9.732742e-01 9.738192e-01 9.747120e-01 9.789121e-01 9.790716e-01 9.792350e-01 9.793566e-01 9.799317e-01 9.813666e-01 9.818231e-01 9.825299e-01 9.837783e-01 9.865945e-01 9.889143e-01 9.896636e-01 9.915119e-01 9.942252e-01 9.957981e-01 9.997394e-01 1.001312e+00 1.004782e+00 1.017219e+00 1.023578e+00 1.030399e+00 1.034249e+00 1.037148e+00 1.037356e+00 1.039677e+00 
2 37 4.445272e-01 1.086890e+00 9.288967e-01 9.288967e-01 9.410963e-01 9.415367e-01 9.455129e-01 9.491582e-01 9.516931e-01 9.553071e-01 9.576382e-01 9.585820e-01 9.591226e-01 9.613593e-01 9.617944e-01 9.647621e-01 9.669251e-01 9.697332e-01 9.710611e-01 9.752119e-01 9.760017e-01 9.838761e-01 9.841215e-01 9.913304e-01 9.913437e-01 9.917435e-01 9.917632e-01 9.980919e-01 1.011349e+00 1.011850e+00 1.013697e+00 1.017791e+00 1.021527e+00 1.040239e+00 1.049426e+00 1.086890e+00 
3 55 4.367149e-01 1.125463e+00 8.967090e-01 8.967090e-01 9.110859e-01 9.132905e-01 9.338228e-01 9.376131e-01 9.414839e-01 9.442676e-01 9.482454e-01 9.528094e-01 9.565246e-01 9.596963e-01 9.632910e-01 9.684453e-01 9.697571e-01 9.714329e-01 9.723941e-01 9.766439e-01 9.768376e-01 9.848781e-01 9.963408e-01 9.979685e-01 9.994232e-01 1.002313e+00 1.012945e+00 1.015436e+00 1.016446e+00 1.017536e+00 1.018939e+00 1.021743e+00 1.036131e+00 1.040402e+00 1.048683e+00 1.125463e+00 
4 73 4.346795e-01 1.131554e+00 8.611419e-01 8.611419e-01 8.901172e-01 9.006020e-01 9.069079e-01 9.125158e-01 9.197497e-01 9.359056e-01 9.369181e-01 9.418624e-01 9.432830e-01 9.434552e-01 9.455736e-01 9.482510e-01 9.521977e-01 9.579013e-01 9.681741e-01 9.844226e-01 9.856186e-01 9.895138e-01 9.898070e-01 9.941471e-01 9.977784e-01 1.001426e+00 1.004255e+00 1.005322e+00 1.016532e+00 1.017932e+00 1.032364e+00 1.038969e+00 1.041772e+00 1.047810e+00 1.075036e+00 1.131554e+00 
5 91 4.337819e-01 1.203536e+00 8.308009e-01 8.308009e-01 8.703985e-01 9.046296e-01 9.067200e-01 9.074507e-01 9.125862e-01 9.150592e-01 9.180875e-01 9.234513e-01 9.284054e-01 9.300628e-01 9.321554e-01 9.454884e-01 9.507826e-01 9.561696e-01 9.583104e-01 9.691840e-01 9.721893e-01 9.767419e-01 9.797233e-01 9.801722e-01 9.809604e-01 9.879079e-01 9.990613e-01 1.015256e+00 1.021283e+00 1.025925e+00 1.052487e+00 1.054906e+00 1.062106e+00 1.064625e+00 1.098964e+00 1.203536e+00 
6 109 4.336183e-01 1.202526e+00 8.006623e-01 8.006623e-01 8.501721e-01 8.895352e-01 8.953765e-01 8.987388e-01 9.021220e-01 9.059288e-01 9.167387e-01 9.285806e-01 9.307236e-01 9.409558e-01 9.523253e-01 9.533377e-01 9.583019e-01 9.589245e-01 9.607315e-01 9.632636e-01 9.672811e-01 9.721423e-01 9.730347e-01 9.809764e-01 9.983908e-01 1.003410e+00 1.008795e+00 1.019543e+00 1.020096e+00 1.034553e+00 1.036898e+00 1.036915e+00 1.048733e+00 1.056756e+00 1.093654e+00 1.202526e+00 
7 127 4.453258e-01 1.241487e+00 7.675438e-01 7.675438e-01 8.475135e-01 8.774772e-01 8.804952e-01 9.106977e-01 9.109562e-01 9.133096e-01 9.150454e-01 9.188329e-01 9.312261e-01 9.316190e-01 9.436975e-01 9.462248e-01 9.577037e-01 9.582238e-01 9.631289e-01 9.710237e-01 9.743325e-01 9.790965e-01 9.804412e-01 9.805659e-01 9.941904e-01 9.979997e-01 1.003790e+00 1.008179e+00 1.009770e+00 1.010227e+00 1.010872e+00 1.033571e+00 1.075020e+00 1.129632e+00 1.134883e+00 1.241487e+00 
8 145 4.594095e-01 1.291029e+00 7.355365e-01 7.355365e-01 8.373260e-01 8.508221e-01 8.892927e-01 9.024816e-01 9.046581e-01 9.066021e-01 9.083393e-01 9.118790e-01 9.160451e-01 9.337861e-01 9.465123e-01 9.490199e-01 9.523037e-01 9.585114e-01 9.675477e-01 9.717018e-01 9.720345e-01 9.757881e-01 9.832550e-01 9.836545e-01 9.847305e-01 9.853890e-01 9.919394e-01 9.935970e-01 9.953127e-01 9.993204e-01 1.030544e+00 1.052302e+00 1.103656e+00 1.153912e+00 1.236695e+00 1.291029e+00 
9 163 4.721505e-01 1.294879e+00 7.060937e-01 7.060937e-01 8.307424e-01 8.324998e-01 8.683510e-01 8.990291e-01 8.994385e-01 9.024841e-01 9.226309e-01 9.250393e-01 9.352191e-01 9.384600e-01 9.479529e-01 9.507997e-01 9.522176e-01 9.627228e-01 9.639526e-01 9.661119e-01 9.674266e-01 9.707428e-01 9.722888e-01 9.760697e-01 9.881898e-01 9.896175e-01 9.935362e-01 9.986205e-01 1.011292e+00 1.018891e+00 1.033922e+00 1.102332e+00 1.120261e+00 1.264040e+00 1.265816e+00 1.294879e+00 
10 181 4.883676e-01 1.324920e+00 6.801302e-01 6.801302e-01 8.238730e-01 8.291516e-01 8.587507e-01 8.771521e-01 9.013778e-01 9.125658e-01 9.245937e-01 9.301873e-01 9.410029e-01 9.428947e-01 9.490644e-01 9.496882e-01 9.537449e-01 9.588876e-01 9.620420e-01 9.658484e-01 9.725025e-01 9.741059e-01 9.816798e-01 9.818861e-01 9.823690e-01 9.863335e-01 9.927033e-01 9.929028e-01 1.030193e+00 1.068089e+00 1.078314e+00 1.088040e+00 1.169765e+00 1.232259e+00 1.262088e+00 1.324920e+00 
11 199 5.019685e-01 1.337671e+00 6.522603e-01 6.522603e-01 8.048039e-01 8.056843e-01 8.439259e-01 8.699650e-01 8.985181e-01 9.052009e-01 9.131000e-01 9.233707e-01 9.328059e-01 9.342123e-01 9.432054e-01 9.499522e-01 9.507527e-01 9.556091e-01 9.558870e-01 9.602471e-01 9.629758e-01 9.631976e-01 9.646501e-01 9.697601e-01 9.899584e-01 9.970782e-01 1.007820e+00 1.051037e+00 1.079407e+00 1.088912e+00 1.104915e+00 1.121163e+00 1.194756e+00 1.213403e+00 1.270535e+00 1.337671e+00 
12 217 5.173369e-01 1.339040e+00 6.251620e-01 6.251620e-01 7.936545e-01 8.352029e-01 8.574005e-01 8.810549e-01 8.893923e-01 8.946704e-01 8.965200e-01 9.178558e-01 9.288645e-01 9.317516e-01 9.343595e-01 9.351955e-01 9.359716e-01 9.518699e-01 9.546586e-01 9.573805e-01 9.604543e-01 9.628865e-01 9.684100e-01 9.766268e-01 9.835096e-01 9.845208e-01 1.056534e+00 1.073509e+00 1.083369e+00 1.119094e+00 1.120634e+00 1.220966e+00 1.232289e+00 1.244215e+00 1.285097e+00 1.339040e+00 
13 235 5.256585e-01 1.352310e+00 6.008741e-01 6.008741e-01 8.105682e-01 8.345213e-01 8.607659e-01 8.670306e-01 8.834368e-01 9.069322e-01 9.171974e-01 9.188388e-01 9.208197e-01 9.249473e-01 9.260220e-01 9.266263e-01 9.367348e-01 9.369762e-01 9.454859e-01 9.559044e-01 9.604011e-01 9.627441e-01 9.643996e-01 9.696232e-01 9.773381e-01 1.029085e+00 1.071565e+00 1.079600e+00 1.105138e+00 1.116384e+00 1.126998e+00 1.213103e+00 1.238116e+00 1.240778e+00 1.249526e+00 1.352310e+00 
14 253 5.329102e-01 1.422845e+00 5.820563e-01 5.820563e-01 8.065009e-01 8.429144e-01 8.458204e-01 8.630738e-01 8.646178e-01 8.895577e-01 9.001126e-01 9.010496e-01 9.032222e-01 9.091318e-01 9.139525e-01 9.315805e-01 9.348553e-01 9.368916e-01 9.375821e-01 9.408493e-01 9.432699e-01 9.536609e-01 9.625202e-01 9.641216e-01 9.802527e-01 1.033400e+00 1.048154e+00 1.082560e+00 1.089950e+00 1.153593e+00 1.217787e+00 1.251059e+00 1.262675e+00 1.282158e+00 1.324721e+00 1.422845e+00 
