0.0					0.0
0.11008153966662526	0.0
4.285765538080083	0.0
10.65954049976182	0.0
17.91272405469995	0.0
20.0				0.0
26.923576743157035	0.0
30.0				0.0
36.81426854474318	0.04635332925402391
38.79573625874245	0.21238439445187485
40.121593959965644	0.5581747990408972
40.79011956892206	1.000747003800932
41.24316998160325	1.6507546136383113
41.91600078928644	2.300770666448749
42.80502432636596	2.7779252888569097
43.03154953270657	3.1029290937755993
44.135617746188615	3.3519039263013757
46.996207040195806	3.51796876339146
54.0276011073928	3.4421761942441886
62.81551625511493	3.283473629661225
74.46100705773553	3.1456252085330636
85.88858305146908	3.097660678587018
98.63512842846298	3.063576396349351
110.94168249558021	3.008730843360526
122.3711240754287	3.0506586475696555
132.91972199577853	3.0095751406663886
140.83181621584995	3.0098790876964996
149.6221709761839	2.9687280370087636
150.0				1.5
151.0				1.0
152.0				0.5
153.0				0.0
154.0				0.0
155.0				0.0
156.0				0.0
160.0				0.0
165.0				0.0
170.0				0.0
180.0				0.0
