0.0					0.0
3.776633794900647	0.0
8.136081447039032	0.0
12.20645342598749	0.0
14.0				0.0
15.0				0.0
15.6				0.0
15.68934903684027	-6.919137329041267
17.367852945685		-6.141485701633369
19.010610937952436	-4.937006284809157
21.823659155553344	-3.8264975388755467
25.23350876296564	-2.902157103196907
26.90735016095249	-2.06883228586514
30.303212235791136	-0.977472280414899
35.49569516120789	-0.5188481256280548
42.16308568800781	-0.3215097167577876
46.8007298213343	-0.1777759610307763
52.897739853184135	-0.10975065147411911
%53.0				-0.05
55.5				0.0
