%  columns="iteration, evaluation, void, void, void, xmean" (startseed=211333, 2021/04/23 16:19:30.34)
0 1 0 0 0 1.000000e+04 1.000000e+04 5.000000e+00 1.000000e+01 1.000000e+01 2.500000e+00 1.000000e+00 1.000000e-01 1.000000e-01 1.000000e+00 1.000000e-01 1.000000e-01 1.000000e+00 1.000000e-01 1.000000e-01 1.000000e+00 1.000000e-01 1.000000e-01 1.000000e+00 1.000000e-01 1.000000e-01 1.000000e+00 1.000000e-01 1.000000e-01 1.000000e+00 1.000000e+00 1.000000e+00 1.000000e+03 1.000000e+00 1.000000e-02 1.000000e-02 1.000000e-02 
1 19 0 0 0 9.999665e+03 1.000013e+04 5.219474e+00 9.817897e+00 9.511030e+00 1.928460e+00 7.784083e-01 3.146737e-01 2.683424e-01 1.158218e+00 1.470375e-01 9.222643e-02 6.899743e-01 2.667685e-01 -2.710530e-03 1.165950e+00 -3.714461e-02 -1.135264e-02 1.222746e+00 2.292349e-01 6.258358e-02 1.250101e+00 1.099435e-03 5.707841e-01 1.060752e+00 8.459953e-01 1.093921e+00 9.999890e+02 1.058363e+00 -2.865777e-01 1.066952e-01 -1.055275e-01 
2 37 0 0 0 9.999609e+03 1.000024e+04 5.377423e+00 9.867339e+00 9.530711e+00 1.471865e+00 6.251648e-01 1.811619e-01 6.256506e-02 1.185318e+00 1.122039e-01 -1.260306e-02 3.349405e-01 9.272796e-02 -1.539872e-01 1.226701e+00 -4.029508e-01 1.857250e-01 1.325703e+00 5.154315e-01 1.637034e-01 1.258439e+00 -2.581491e-02 1.502211e-01 9.777230e-01 1.187242e+00 1.031912e+00 1.000314e+03 1.298541e+00 -3.506806e-01 -1.044930e-01 5.787641e-03 
3 55 0 0 0 9.999588e+03 1.000032e+04 5.578799e+00 9.840603e+00 9.384595e+00 9.259614e-01 6.126691e-01 1.031928e-01 -3.096071e-01 1.361282e+00 1.287832e-01 4.042319e-01 2.799019e-01 3.588704e-02 -3.231978e-01 1.037910e+00 -1.298744e-01 2.536390e-01 1.530207e+00 2.108205e-01 2.858323e-01 1.592887e+00 9.138967e-02 2.012300e-01 9.076928e-01 7.034570e-01 6.567392e-01 1.000080e+03 1.560669e+00 -2.661697e-01 -4.309163e-02 -1.050668e-02 
4 73 0 0 0 9.999707e+03 1.000039e+04 5.376992e+00 9.622322e+00 9.189027e+00 4.214137e-01 5.281978e-01 -1.265783e-01 -3.416792e-01 1.239632e+00 2.903128e-01 3.462264e-01 9.476739e-03 4.280472e-02 1.544359e-02 9.913364e-01 -4.343575e-01 2.795240e-01 1.542906e+00 2.691369e-01 4.504577e-01 1.675618e+00 2.190565e-01 2.402917e-01 7.358735e-01 6.146332e-01 7.914661e-01 9.999840e+02 1.774157e+00 2.794617e-01 -1.528444e-01 -1.862290e-01 
5 91 0 0 0 9.999624e+03 1.000037e+04 5.276182e+00 9.264938e+00 8.998216e+00 4.052561e-01 7.203645e-01 -2.431933e-01 -3.283249e-01 1.518844e+00 5.541230e-01 2.768824e-01 2.504456e-02 -3.880220e-02 1.916039e-01 9.745383e-01 -4.804836e-01 1.895968e-01 1.721777e+00 5.524095e-01 4.150912e-01 1.744105e+00 1.414057e-01 2.232242e-01 7.630740e-01 4.225392e-01 9.139319e-01 9.999686e+02 1.747550e+00 2.142963e-01 -1.936062e-01 -3.056095e-02 
6 109 0 0 0 9.999917e+03 1.000065e+04 5.136681e+00 9.177901e+00 9.011831e+00 3.268004e-01 6.238954e-01 -3.335424e-01 -3.781513e-01 1.503778e+00 6.582630e-01 1.407917e-01 -5.227549e-02 1.801475e-01 2.087444e-01 1.040108e+00 -5.479832e-01 -4.771598e-02 1.628692e+00 3.230963e-01 6.381763e-01 1.813132e+00 1.274848e-01 3.202224e-01 8.771727e-01 1.740096e-01 8.677352e-01 1.000251e+03 1.713910e+00 1.185018e-01 -1.217026e-01 2.492100e-01 
7 127 0 0 0 9.999710e+03 1.000061e+04 5.308241e+00 8.907336e+00 8.926248e+00 5.034591e-01 1.116671e+00 -2.781568e-01 -5.058710e-01 1.972562e+00 5.972181e-01 4.126092e-01 -1.471122e-02 4.367860e-01 2.999787e-01 1.096941e+00 -3.574751e-01 -8.291314e-03 1.783375e+00 -3.378306e-02 4.934471e-01 2.195286e+00 -2.792432e-01 2.798658e-01 1.073657e+00 5.579636e-02 7.311032e-01 1.000107e+03 1.588746e+00 2.002912e-02 -4.062731e-03 1.583632e-01 
8 145 0 0 0 9.999630e+03 1.000053e+04 5.463607e+00 8.580050e+00 8.485123e+00 3.128321e-01 9.656144e-01 -4.046254e-01 -3.724449e-01 1.793494e+00 7.959447e-01 5.637193e-01 -3.289089e-01 -1.976744e-01 5.603063e-01 7.084049e-01 -2.685231e-01 -1.946102e-01 1.888575e+00 1.899481e-01 1.793594e-01 2.243178e+00 -5.221292e-01 2.126513e-01 1.089841e+00 -2.082763e-01 9.146615e-01 1.000025e+03 1.318588e+00 -1.200605e-01 1.267362e-01 2.095016e-01 
9 163 0 0 0 9.999757e+03 1.000036e+04 5.518186e+00 8.995888e+00 8.532664e+00 4.036075e-01 8.132155e-01 -1.841570e-01 -2.045976e-01 1.859858e+00 7.725538e-01 7.833048e-01 -6.569546e-01 -1.932540e-01 4.050735e-01 7.591523e-01 2.029205e-01 -3.676516e-01 1.481387e+00 3.442922e-01 3.963999e-01 1.917960e+00 -3.076692e-01 -4.034216e-02 1.137688e+00 -1.726573e-01 9.705918e-01 9.998340e+02 9.308625e-01 -1.317731e-01 3.303196e-01 3.185564e-01 
10 181 0 0 0 9.999641e+03 1.000020e+04 5.565741e+00 8.945538e+00 8.748398e+00 5.160073e-01 8.472726e-01 -2.263433e-01 5.499937e-02 2.219483e+00 6.184763e-01 7.380857e-01 -5.754067e-01 5.743608e-03 4.491067e-01 7.802137e-01 2.260539e-01 -4.454291e-01 1.615743e+00 2.165953e-01 3.621637e-01 1.768704e+00 -2.541269e-01 3.698730e-02 9.709376e-01 -1.511119e-01 1.479978e+00 9.996071e+02 6.088543e-01 3.287746e-02 3.291126e-01 5.780154e-02 
