0.0					0.0
2.0					0.0
3.0					0.0
5.0					0.0
10.0				0.0
15.0				0.0
18.0				0.0
18.51585098636692	0.0
19.56				-3.6424358916148094
19.589997595252385	-45.81800937347077
19.580874352778153	-119.0703212103785
19.820566814146638	-194.5323102225317
19.64704089920744	-254.4727464740178
19.72316007379044	-309.963558824667
19.848256520612352	-342.5765702843078
19.902268983072034	-372.0
20.54133112776684	-333.2995136505396
21.296289681839		-290.10701407141727
22.282657079814264	-240.73915252359308
23.78739052746186	-195.97478509086386
25.868726210609182	-151.18706152360858
28.17974285082736	-114.09751989615677
31.065825827138823	-89.31666116396144
33.66283973599721	-70.71350001392034
37.06709677455519	-52.07764027554259
40.18151679595689	-45.78549763421046
45.08532362166575	-24.005902188619302
47.911058550465974	-20.808447371995783
49.12230721986699	-17.67638973204538 
%49.4083044885072	-36.16277020945603
%50.33240396471317	-23.793361364431746
51.198843217369195	-11.42628813286018
52.640732780970104	-8.284888039099314
54.2550270529435	-9.760995741149031
54.77473701459646	-3.5739557051843462
54.8				0.0
55.0				0.0
56.0				0.0
57.0				0.0
58.0				0.0
59.0				0.0
60.0				0.0
62.0				0.0
65.0				0.0
68.0				0.0
70.0				0.0
