%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=217047, 2021/07/19 19:51:53.47)
1 19 9.221557e-01 1.022014e+00 9.587767e-01 9.587767e-01 9.593601e-01 9.603238e-01 9.635304e-01 9.650061e-01 9.687595e-01 9.697491e-01 9.724031e-01 9.729268e-01 9.730524e-01 9.737346e-01 9.739268e-01 9.742362e-01 9.771702e-01 9.772621e-01 9.775871e-01 9.831740e-01 9.837842e-01 9.875406e-01 9.914730e-01 9.929049e-01 9.931612e-01 1.000997e+00 1.003777e+00 1.010103e+00 1.011524e+00 1.014520e+00 1.022014e+00 
2 37 8.778928e-01 1.026603e+00 9.297311e-01 9.297311e-01 9.334626e-01 9.388195e-01 9.398513e-01 9.405870e-01 9.414012e-01 9.442102e-01 9.474612e-01 9.575930e-01 9.580578e-01 9.595884e-01 9.606339e-01 9.659015e-01 9.725148e-01 9.729008e-01 9.745385e-01 9.745908e-01 9.751837e-01 9.775233e-01 9.798255e-01 9.831364e-01 9.871383e-01 9.955396e-01 1.003058e+00 1.010979e+00 1.020302e+00 1.026551e+00 1.026603e+00 
3 55 8.444453e-01 1.022417e+00 8.936084e-01 8.936084e-01 9.087919e-01 9.182768e-01 9.197205e-01 9.213710e-01 9.253628e-01 9.283619e-01 9.347887e-01 9.446467e-01 9.452017e-01 9.473257e-01 9.478292e-01 9.479772e-01 9.496125e-01 9.505394e-01 9.724125e-01 9.731518e-01 9.769603e-01 9.796170e-01 9.801584e-01 9.991316e-01 1.000679e+00 1.001395e+00 1.003526e+00 1.010028e+00 1.013265e+00 1.020243e+00 1.022417e+00 
4 73 8.187187e-01 1.046452e+00 8.542763e-01 8.542763e-01 8.911496e-01 9.151979e-01 9.262565e-01 9.303395e-01 9.322260e-01 9.322922e-01 9.327210e-01 9.393522e-01 9.393681e-01 9.433501e-01 9.484816e-01 9.508234e-01 9.562674e-01 9.570868e-01 9.586465e-01 9.652979e-01 9.682229e-01 9.682270e-01 9.767803e-01 9.769577e-01 9.927874e-01 9.975737e-01 9.977099e-01 9.990042e-01 1.000866e+00 1.018654e+00 1.046452e+00 
5 91 8.093755e-01 1.039311e+00 8.142561e-01 8.142561e-01 8.974067e-01 8.993027e-01 9.174780e-01 9.184378e-01 9.206038e-01 9.223688e-01 9.225654e-01 9.300911e-01 9.347418e-01 9.347534e-01 9.359871e-01 9.365388e-01 9.406360e-01 9.575429e-01 9.577414e-01 9.630289e-01 9.685277e-01 9.700554e-01 9.744193e-01 9.756009e-01 9.759380e-01 9.818262e-01 9.846617e-01 1.000612e+00 1.013173e+00 1.023548e+00 1.039311e+00 
6 109 8.147047e-01 1.062198e+00 7.768617e-01 7.768617e-01 8.904940e-01 8.912173e-01 9.021498e-01 9.034616e-01 9.040080e-01 9.091072e-01 9.099064e-01 9.110633e-01 9.122621e-01 9.207427e-01 9.278804e-01 9.429858e-01 9.578651e-01 9.610229e-01 9.621530e-01 9.704644e-01 9.737509e-01 9.778338e-01 9.841378e-01 9.862749e-01 9.943429e-01 1.002132e+00 1.002820e+00 1.025228e+00 1.028512e+00 1.041791e+00 1.062198e+00 
7 127 8.145729e-01 1.095118e+00 7.403339e-01 7.403339e-01 8.705993e-01 8.747354e-01 8.783940e-01 8.788870e-01 8.842189e-01 8.845108e-01 8.859764e-01 8.865213e-01 8.912582e-01 9.040547e-01 9.387266e-01 9.450394e-01 9.483281e-01 9.486292e-01 9.532867e-01 9.629206e-01 9.700979e-01 9.754079e-01 9.987856e-01 1.003557e+00 1.018142e+00 1.027328e+00 1.033370e+00 1.054384e+00 1.064078e+00 1.075011e+00 1.095118e+00 
8 145 7.872089e-01 1.116844e+00 7.058362e-01 7.058362e-01 8.370012e-01 8.442299e-01 8.498137e-01 8.515428e-01 8.537131e-01 8.695803e-01 8.748947e-01 8.750591e-01 8.777824e-01 9.090401e-01 9.132743e-01 9.176164e-01 9.277923e-01 9.329623e-01 9.419906e-01 9.517519e-01 9.568762e-01 9.642414e-01 9.877054e-01 9.892820e-01 1.003668e+00 1.009011e+00 1.014815e+00 1.018951e+00 1.035871e+00 1.059485e+00 1.116844e+00 
9 163 7.724037e-01 1.148623e+00 6.729063e-01 6.729063e-01 8.169101e-01 8.482497e-01 8.523459e-01 8.617505e-01 8.630354e-01 8.670962e-01 8.691145e-01 8.755615e-01 8.876985e-01 8.931250e-01 8.961265e-01 9.135128e-01 9.215605e-01 9.470492e-01 9.480177e-01 9.509924e-01 9.542361e-01 9.676458e-01 9.679010e-01 9.745164e-01 9.902774e-01 9.950754e-01 1.011760e+00 1.013171e+00 1.018557e+00 1.077962e+00 1.148623e+00 
10 181 7.693663e-01 1.162444e+00 6.417182e-01 6.417182e-01 7.975308e-01 8.302746e-01 8.376428e-01 8.385847e-01 8.425383e-01 8.562176e-01 8.581091e-01 8.636300e-01 8.855842e-01 8.880075e-01 9.039112e-01 9.269110e-01 9.329423e-01 9.383377e-01 9.401592e-01 9.407662e-01 9.639912e-01 9.793264e-01 9.800690e-01 9.965476e-01 1.009875e+00 1.010432e+00 1.012897e+00 1.048204e+00 1.055852e+00 1.058580e+00 1.162444e+00 
11 199 7.728018e-01 1.174500e+00 6.124656e-01 6.124656e-01 7.734811e-01 8.151904e-01 8.172123e-01 8.304951e-01 8.389265e-01 8.465866e-01 8.537661e-01 8.538407e-01 8.764539e-01 8.778895e-01 8.856309e-01 9.223092e-01 9.246862e-01 9.259038e-01 9.408417e-01 9.421043e-01 9.485791e-01 9.506079e-01 9.682386e-01 9.750445e-01 9.904825e-01 9.976647e-01 1.006853e+00 1.056112e+00 1.062660e+00 1.074421e+00 1.174500e+00 
12 217 7.662673e-01 1.203203e+00 5.857765e-01 5.857765e-01 7.538391e-01 7.942568e-01 7.961068e-01 8.057300e-01 8.185928e-01 8.398402e-01 8.490189e-01 8.551952e-01 8.579985e-01 8.757330e-01 9.097891e-01 9.136979e-01 9.249588e-01 9.269454e-01 9.280507e-01 9.400239e-01 9.522499e-01 9.565135e-01 9.643714e-01 9.735686e-01 9.846608e-01 9.891649e-01 9.898370e-01 1.044154e+00 1.054842e+00 1.094518e+00 1.203203e+00 
13 235 7.734352e-01 1.212291e+00 5.573999e-01 5.573999e-01 7.438397e-01 7.851380e-01 8.060031e-01 8.192341e-01 8.198551e-01 8.206725e-01 8.209189e-01 8.233753e-01 8.307972e-01 9.046680e-01 9.056388e-01 9.133059e-01 9.183254e-01 9.218083e-01 9.254118e-01 9.654476e-01 9.673755e-01 9.695140e-01 9.779680e-01 9.829174e-01 9.896502e-01 1.042443e+00 1.048560e+00 1.049222e+00 1.051951e+00 1.100492e+00 1.212291e+00 
14 253 7.737529e-01 1.223617e+00 5.338075e-01 5.338075e-01 7.266168e-01 7.602330e-01 7.936986e-01 8.033757e-01 8.059830e-01 8.108903e-01 8.136559e-01 8.193867e-01 8.675976e-01 8.774713e-01 8.988706e-01 9.036647e-01 9.093191e-01 9.197111e-01 9.285875e-01 9.719000e-01 9.761113e-01 9.780818e-01 9.783421e-01 9.799224e-01 1.028897e+00 1.044984e+00 1.050516e+00 1.052518e+00 1.083686e+00 1.084510e+00 1.223617e+00 
15 271 7.749059e-01 1.211153e+00 5.109952e-01 5.109952e-01 6.997974e-01 7.775977e-01 7.806730e-01 7.818371e-01 7.937229e-01 7.980688e-01 8.033741e-01 8.124466e-01 8.680567e-01 8.761438e-01 8.777595e-01 8.861677e-01 9.214315e-01 9.329374e-01 9.495771e-01 9.603423e-01 9.608208e-01 9.631926e-01 9.822994e-01 9.876559e-01 1.013818e+00 1.035606e+00 1.060430e+00 1.062606e+00 1.110829e+00 1.129804e+00 1.211153e+00 
16 289 7.844627e-01 1.221592e+00 4.867426e-01 4.867426e-01 6.866763e-01 7.483084e-01 7.589178e-01 7.641186e-01 7.805159e-01 7.813709e-01 7.831864e-01 7.884517e-01 8.511062e-01 8.786502e-01 8.838725e-01 8.913494e-01 9.111032e-01 9.121947e-01 9.301472e-01 9.415558e-01 9.518832e-01 9.531180e-01 9.612629e-01 1.014463e+00 1.017677e+00 1.035487e+00 1.044962e+00 1.108677e+00 1.110501e+00 1.189985e+00 1.221592e+00 
17 307 7.970012e-01 1.197022e+00 4.628028e-01 4.628028e-01 6.728409e-01 7.617242e-01 7.629730e-01 7.668699e-01 7.797584e-01 7.833817e-01 7.890984e-01 7.962089e-01 8.381859e-01 8.667249e-01 8.821560e-01 9.029269e-01 9.078875e-01 9.125820e-01 9.190132e-01 9.275532e-01 9.288356e-01 9.370462e-01 9.423336e-01 9.870935e-01 1.022879e+00 1.031053e+00 1.045356e+00 1.136131e+00 1.178100e+00 1.190922e+00 1.197022e+00 
18 325 8.118820e-01 1.262294e+00 4.423210e-01 4.423210e-01 6.454182e-01 7.426310e-01 7.444597e-01 7.578635e-01 7.639017e-01 7.754501e-01 7.802420e-01 7.930671e-01 8.108353e-01 8.522645e-01 8.753395e-01 8.868093e-01 8.990894e-01 9.069855e-01 9.183257e-01 9.193484e-01 9.234363e-01 9.365171e-01 9.670310e-01 9.736612e-01 1.005331e+00 1.023419e+00 1.068404e+00 1.134107e+00 1.164500e+00 1.242096e+00 1.262294e+00 
19 343 8.480684e-01 1.323979e+00 4.216496e-01 4.216496e-01 6.381545e-01 7.371151e-01 7.488321e-01 7.528845e-01 7.605853e-01 7.622948e-01 7.787393e-01 7.820473e-01 7.853359e-01 8.260107e-01 8.515790e-01 8.777069e-01 8.957667e-01 9.240135e-01 9.448727e-01 9.514003e-01 9.525449e-01 9.723848e-01 9.727102e-01 1.004257e+00 1.017171e+00 1.025746e+00 1.033328e+00 1.130703e+00 1.207168e+00 1.297247e+00 1.323979e+00 
20 361 8.583225e-01 1.322842e+00 4.060947e-01 4.060947e-01 6.236134e-01 7.290709e-01 7.347261e-01 7.362325e-01 7.503540e-01 7.688303e-01 7.795140e-01 7.847429e-01 7.913461e-01 8.065161e-01 8.390860e-01 8.500905e-01 8.730707e-01 9.096566e-01 9.220672e-01 9.358458e-01 9.405159e-01 9.712658e-01 9.782684e-01 1.003323e+00 1.007587e+00 1.014285e+00 1.091814e+00 1.136179e+00 1.196361e+00 1.305526e+00 1.322842e+00 
21 379 8.634198e-01 1.311647e+00 3.879612e-01 3.879612e-01 6.106379e-01 7.109690e-01 7.120567e-01 7.381310e-01 7.457993e-01 7.718548e-01 7.794865e-01 7.876057e-01 7.915930e-01 8.041281e-01 8.352585e-01 8.401622e-01 8.489254e-01 9.058326e-01 9.118765e-01 9.155194e-01 9.393558e-01 9.817867e-01 1.001817e+00 1.006048e+00 1.006943e+00 1.021886e+00 1.141254e+00 1.175586e+00 1.228269e+00 1.311038e+00 1.311647e+00 
