%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=217047, 2021/07/19 19:51:53.47)
1 19 9.221557e-01 0 0 9.327822e-01 9.014875e-01 9.072022e-01 8.967071e-01 9.011878e-01 8.981121e-01 8.855681e-01 9.256385e-01 8.933471e-01 9.066395e-01 8.898858e-01 9.156129e-01 8.846794e-01 9.355454e-01 9.106661e-01 9.011031e-01 9.230749e-01 9.314720e-01 8.973058e-01 9.158492e-01 8.979349e-01 8.971900e-01 8.841414e-01 9.424556e-01 9.142925e-01 8.983975e-01 8.942597e-01 8.885251e-01 
2 37 8.778928e-01 0 0 8.630883e-01 8.805775e-01 8.555403e-01 8.555863e-01 8.289153e-01 8.194801e-01 8.241829e-01 9.012472e-01 8.317693e-01 8.581607e-01 8.257346e-01 8.537637e-01 8.264493e-01 8.875312e-01 8.541026e-01 8.479579e-01 9.012014e-01 8.739770e-01 8.424158e-01 8.433336e-01 8.406640e-01 8.410720e-01 8.561067e-01 8.957155e-01 8.601818e-01 8.666016e-01 8.162042e-01 8.250887e-01 
3 55 8.444453e-01 0 0 8.018958e-01 8.272329e-01 8.005149e-01 8.249895e-01 7.981711e-01 7.546034e-01 7.766536e-01 8.556466e-01 7.780474e-01 8.456233e-01 7.674250e-01 7.999647e-01 7.754345e-01 8.211492e-01 8.437120e-01 8.450186e-01 8.529130e-01 8.217734e-01 8.615398e-01 8.026785e-01 7.814182e-01 7.893779e-01 7.977024e-01 8.633754e-01 8.474225e-01 8.276901e-01 8.003899e-01 7.839509e-01 
4 73 8.187187e-01 0 0 7.784569e-01 7.927056e-01 7.632309e-01 8.128136e-01 7.616863e-01 6.994119e-01 7.296008e-01 8.167322e-01 7.997083e-01 8.194279e-01 7.583436e-01 7.632851e-01 7.690652e-01 7.723384e-01 7.927022e-01 7.998536e-01 8.168438e-01 7.848618e-01 8.179034e-01 7.835849e-01 7.492896e-01 7.636361e-01 7.765396e-01 8.339913e-01 8.567499e-01 7.829140e-01 7.690782e-01 7.903075e-01 
5 91 8.093755e-01 0 0 7.527929e-01 7.750117e-01 7.433610e-01 8.200378e-01 7.565665e-01 6.590389e-01 7.263390e-01 7.839025e-01 7.794520e-01 8.098710e-01 7.467018e-01 7.451142e-01 7.575650e-01 7.465427e-01 7.851390e-01 7.896274e-01 7.899003e-01 7.613277e-01 7.886711e-01 7.580115e-01 7.946661e-01 7.565571e-01 7.425842e-01 8.411927e-01 8.284346e-01 7.969610e-01 7.278735e-01 7.751724e-01 
6 109 8.147047e-01 0 0 7.501334e-01 7.966458e-01 7.364996e-01 8.164418e-01 7.413050e-01 6.329130e-01 7.254897e-01 7.829499e-01 8.170022e-01 8.379332e-01 7.559486e-01 7.406540e-01 7.360544e-01 7.432243e-01 7.803772e-01 7.682550e-01 7.838706e-01 7.933195e-01 8.017818e-01 8.653777e-01 8.100959e-01 7.422476e-01 7.349857e-01 8.487518e-01 8.352585e-01 8.035228e-01 7.260790e-01 7.906419e-01 
7 127 8.145729e-01 0 0 7.259948e-01 7.727276e-01 7.125358e-01 8.368333e-01 7.216924e-01 6.030559e-01 7.155160e-01 7.698035e-01 8.174703e-01 8.588730e-01 7.945408e-01 7.364185e-01 7.159175e-01 7.202607e-01 7.724823e-01 7.902155e-01 7.765215e-01 8.756745e-01 8.135837e-01 8.920531e-01 8.293512e-01 7.221362e-01 7.091666e-01 8.667690e-01 8.417552e-01 7.843691e-01 7.204985e-01 7.646612e-01 
8 145 7.872089e-01 0 0 6.845413e-01 7.223558e-01 6.588948e-01 7.988715e-01 6.720505e-01 5.556405e-01 6.909981e-01 7.303663e-01 7.787716e-01 7.943027e-01 7.775305e-01 7.189377e-01 6.888543e-01 6.887248e-01 7.156044e-01 7.492275e-01 7.532614e-01 8.791896e-01 7.590594e-01 8.340362e-01 8.021272e-01 6.703421e-01 6.645853e-01 8.154472e-01 7.900966e-01 7.415434e-01 6.689809e-01 7.344362e-01 
9 163 7.724037e-01 0 0 6.583551e-01 7.345500e-01 6.309843e-01 7.825773e-01 6.551912e-01 5.197553e-01 6.666117e-01 7.118167e-01 7.648939e-01 7.685999e-01 7.476103e-01 6.898530e-01 6.656193e-01 6.856616e-01 6.921714e-01 7.370555e-01 7.474132e-01 8.872009e-01 7.322523e-01 8.326218e-01 7.867370e-01 6.697483e-01 6.713072e-01 7.814875e-01 7.527201e-01 7.315043e-01 6.762869e-01 7.056006e-01 
10 181 7.693663e-01 0 0 6.444541e-01 8.064526e-01 6.135933e-01 7.540320e-01 6.387853e-01 4.937164e-01 6.451788e-01 7.131340e-01 7.769639e-01 7.792890e-01 7.219254e-01 6.644478e-01 6.602002e-01 6.832031e-01 6.954388e-01 7.237938e-01 8.144361e-01 8.943450e-01 7.233268e-01 8.123370e-01 7.773925e-01 6.813386e-01 6.482205e-01 7.667101e-01 7.534607e-01 7.416623e-01 6.587450e-01 7.177743e-01 
