%  columns="iteration, evaluation, fitness, void, void, xrecentbest" (startseed=217047, 2021/07/19 19:51:53.47)
1 19  7.706816670643119949e+01 0 0 1.870567e+05 1.111886e+03 6.385431e+00 6.533482e+00 1.811911e+01 -7.302723e-01 4.804347e+04 1.783775e+04 2.768688e+03 2.878390e+02 5.058823e+02 2.453467e+04 3.435060e+03 6.176610e+03 3.122760e+04 2.851490e+05 8.621630e+03 8.527828e+02 5.392489e+02 1.751832e+04 1.793769e+02 6.516744e+03 6.889840e+03 2.086176e+02 4.714228e+04 5.767581e+03 1.540537e+03 5.280677e+02 
2 37  7.476631038298376097e+01 0 0 1.870578e+05 1.111250e+03 5.897366e+00 6.741787e+00 1.865843e+01 -1.433498e+00 4.804202e+04 1.783807e+04 2.768306e+03 2.889190e+02 5.062180e+02 2.453377e+04 3.436331e+03 6.174898e+03 3.122572e+04 2.851488e+05 8.622904e+03 8.526354e+02 5.386538e+02 1.751810e+04 1.801534e+02 6.515835e+03 6.890839e+03 2.081982e+02 4.714416e+04 5.766978e+03 1.539498e+03 5.291273e+02 
3 55  7.478656913732947942e+01 0 0 1.870570e+05 1.112322e+03 5.959148e+00 6.824670e+00 1.787180e+01 -8.573096e-01 4.804349e+04 1.783820e+04 2.767993e+03 2.882110e+02 5.058066e+02 2.453436e+04 3.436570e+03 6.174880e+03 3.122651e+04 2.851499e+05 8.624214e+03 8.533013e+02 5.386690e+02 1.751647e+04 1.812181e+02 6.514154e+03 6.889885e+03 2.077498e+02 4.714411e+04 5.768050e+03 1.539103e+03 5.283655e+02 
4 73  7.310402323528775526e+01 0 0 1.870570e+05 1.113187e+03 5.522267e+00 6.152191e+00 1.994949e+01 -1.651336e+00 4.804333e+04 1.783835e+04 2.769485e+03 2.900954e+02 5.063158e+02 2.453417e+04 3.435871e+03 6.176225e+03 3.122526e+04 2.851490e+05 8.623476e+03 8.508121e+02 5.376959e+02 1.751742e+04 1.801987e+02 6.516066e+03 6.888077e+03 2.083736e+02 4.714240e+04 5.768403e+03 1.539954e+03 5.268888e+02 
5 91  5.843142346239635998e+01 0 0 1.870578e+05 1.111929e+03 5.965802e+00 5.366755e+00 1.876160e+01 -1.872767e-01 4.804296e+04 1.783760e+04 2.767921e+03 2.900692e+02 5.071541e+02 2.453477e+04 3.435979e+03 6.175463e+03 3.122543e+04 2.851505e+05 8.621530e+03 8.533171e+02 5.374200e+02 1.751630e+04 1.783158e+02 6.514664e+03 6.890791e+03 2.099318e+02 4.714435e+04 5.767020e+03 1.540961e+03 5.287682e+02 
6 109  6.376131603949109206e+01 0 0 1.870578e+05 1.110777e+03 6.308156e+00 6.062307e+00 1.786872e+01 -9.334426e-01 4.804377e+04 1.783837e+04 2.768007e+03 2.903525e+02 5.070619e+02 2.453485e+04 3.434541e+03 6.174040e+03 3.122557e+04 2.851496e+05 8.621437e+03 8.531413e+02 5.380250e+02 1.751570e+04 1.799588e+02 6.516340e+03 6.891197e+03 2.071069e+02 4.714444e+04 5.766861e+03 1.541861e+03 5.281961e+02 
7 127  6.516375607573463924e+01 0 0 1.870588e+05 1.112144e+03 5.798194e+00 5.909121e+00 1.883357e+01 -1.718551e+00 4.804327e+04 1.783793e+04 2.766716e+03 2.906054e+02 5.073918e+02 2.453468e+04 3.434305e+03 6.177054e+03 3.122579e+04 2.851497e+05 8.621293e+03 8.533084e+02 5.388330e+02 1.751562e+04 1.800581e+02 6.515074e+03 6.889784e+03 2.073145e+02 4.714316e+04 5.766552e+03 1.541382e+03 5.280939e+02 
8 145  6.711350373352753707e+01 0 0 1.870576e+05 1.112110e+03 5.878550e+00 6.148263e+00 1.875546e+01 -1.670980e-03 4.804443e+04 1.783890e+04 2.767854e+03 2.890038e+02 5.060973e+02 2.453427e+04 3.434426e+03 6.175606e+03 3.122644e+04 2.851502e+05 8.621271e+03 8.528199e+02 5.373401e+02 1.751668e+04 1.802015e+02 6.515269e+03 6.890834e+03 2.068772e+02 4.714468e+04 5.768658e+03 1.541153e+03 5.264622e+02 
9 163  6.391413800831106329e+01 0 0 1.870580e+05 1.112634e+03 6.359862e+00 6.107277e+00 1.777467e+01 -1.002339e+00 4.804390e+04 1.783895e+04 2.766673e+03 2.885653e+02 5.071868e+02 2.453540e+04 3.434226e+03 6.175947e+03 3.122599e+04 2.851494e+05 8.621619e+03 8.540436e+02 5.362728e+02 1.751473e+04 1.787869e+02 6.515018e+03 6.889789e+03 2.079066e+02 4.714424e+04 5.767937e+03 1.541333e+03 5.259897e+02 
10 181  7.461086300705539998e+01 0 0 1.870574e+05 1.112100e+03 6.286783e+00 6.793481e+00 1.797786e+01 -5.552225e-01 4.804269e+04 1.783934e+04 2.767668e+03 2.885682e+02 5.070448e+02 2.453454e+04 3.435565e+03 6.175562e+03 3.122561e+04 2.851493e+05 8.622231e+03 8.542909e+02 5.372943e+02 1.751663e+04 1.813366e+02 6.514401e+03 6.891372e+03 2.080767e+02 4.714315e+04 5.768702e+03 1.540945e+03 5.273378e+02 
11 199  6.431563316367243033e+01 0 0 1.870582e+05 1.113418e+03 6.577928e+00 6.579490e+00 1.670281e+01 -1.025514e+00 4.804340e+04 1.783884e+04 2.766596e+03 2.909847e+02 5.059143e+02 2.453537e+04 3.436905e+03 6.175762e+03 3.122656e+04 2.851486e+05 8.622520e+03 8.548832e+02 5.367388e+02 1.751589e+04 1.800346e+02 6.515076e+03 6.889929e+03 2.074655e+02 4.714419e+04 5.768836e+03 1.539328e+03 5.284701e+02 
12 217  6.999881783534286228e+01 0 0 1.870573e+05 1.112707e+03 5.977489e+00 6.400707e+00 1.791342e+01 -7.101917e-01 4.804330e+04 1.783864e+04 2.767039e+03 2.899634e+02 5.072959e+02 2.453445e+04 3.434749e+03 6.174877e+03 3.122709e+04 2.851496e+05 8.623853e+03 8.549187e+02 5.383275e+02 1.751793e+04 1.779256e+02 6.514531e+03 6.890867e+03 2.075079e+02 4.714382e+04 5.768902e+03 1.540285e+03 5.272269e+02 
13 235  7.483585355276575513e+01 0 0 1.870574e+05 1.112098e+03 6.203962e+00 7.028228e+00 1.785771e+01 -2.790586e-01 4.804209e+04 1.783860e+04 2.766701e+03 2.905294e+02 5.067221e+02 2.453335e+04 3.434890e+03 6.174732e+03 3.122680e+04 2.851499e+05 8.623351e+03 8.544120e+02 5.373776e+02 1.751871e+04 1.804138e+02 6.514489e+03 6.891437e+03 2.079712e+02 4.714575e+04 5.768006e+03 1.539238e+03 5.267196e+02 
