%  columns=["iteration, evaluation, sigma, void, void, stds==sigma*sqrt(diag(C))" (startseed=211333, 2021/04/23 16:19:30.34)
1 19 4.707085e-01 0 0 4.717754e-01 4.624285e-01 4.615002e-01 4.870700e-01 4.733681e-01 4.880732e-01 4.755259e-01 4.610826e-01 4.681550e-01 4.688424e-01 4.749333e-01 4.578793e-01 4.756492e-01 4.599903e-01 4.524737e-01 4.615519e-01 4.588885e-01 4.545300e-01 4.682399e-01 4.741315e-01 4.789191e-01 4.686027e-01 4.586551e-01 4.779164e-01 4.617956e-01 4.665175e-01 4.620218e-01 4.590623e-01 4.685168e-01 4.735944e-01 4.687766e-01 4.801898e-01 
2 37 4.577861e-01 0 0 4.636955e-01 4.452746e-01 4.380228e-01 4.668475e-01 4.496652e-01 4.941564e-01 4.592241e-01 4.360590e-01 4.553527e-01 4.449191e-01 4.758129e-01 4.383055e-01 4.708415e-01 4.335382e-01 4.255021e-01 4.457501e-01 4.569489e-01 4.355682e-01 4.562236e-01 4.515907e-01 4.543136e-01 4.465041e-01 4.397990e-01 4.880397e-01 4.472982e-01 4.602885e-01 4.430984e-01 4.546304e-01 4.537558e-01 4.456298e-01 4.479062e-01 4.596912e-01 
3 55 4.600393e-01 0 0 4.769474e-01 4.405830e-01 4.347014e-01 4.787663e-01 4.411441e-01 5.429384e-01 4.854234e-01 4.216623e-01 4.619689e-01 4.416538e-01 4.809576e-01 4.448709e-01 4.680137e-01 4.219379e-01 4.318028e-01 4.388510e-01 5.044353e-01 4.217178e-01 4.541771e-01 4.639360e-01 4.452810e-01 4.507442e-01 4.470500e-01 4.720088e-01 4.487807e-01 4.897766e-01 4.447509e-01 4.437168e-01 4.609824e-01 4.359136e-01 4.357688e-01 4.627850e-01 
4 73 4.712806e-01 0 0 4.756464e-01 4.602091e-01 4.384192e-01 4.966350e-01 4.542721e-01 6.123555e-01 4.854675e-01 4.501869e-01 4.605199e-01 4.464517e-01 4.845527e-01 4.453735e-01 5.090611e-01 4.274394e-01 4.416724e-01 4.368843e-01 5.102736e-01 4.432649e-01 4.550377e-01 4.583261e-01 4.588762e-01 4.582529e-01 4.476622e-01 4.825360e-01 4.667406e-01 4.993682e-01 4.469198e-01 4.456570e-01 4.885433e-01 4.623889e-01 4.469964e-01 4.615530e-01 
5 91 4.780771e-01 0 0 4.696279e-01 4.512068e-01 4.440405e-01 5.223138e-01 4.645928e-01 6.425181e-01 4.933995e-01 4.412381e-01 4.742890e-01 4.548061e-01 4.946591e-01 4.430122e-01 5.259968e-01 4.254292e-01 4.368902e-01 4.283569e-01 5.047925e-01 4.405388e-01 4.661672e-01 4.882766e-01 4.484828e-01 5.156245e-01 4.504790e-01 4.815369e-01 4.606684e-01 5.128725e-01 4.493049e-01 4.442361e-01 5.016284e-01 4.627747e-01 4.404740e-01 4.975589e-01 
6 109 4.803279e-01 0 0 4.633470e-01 4.606448e-01 4.991402e-01 5.254956e-01 4.618596e-01 6.587472e-01 4.844656e-01 4.425072e-01 4.663417e-01 4.543291e-01 4.875630e-01 4.374606e-01 5.208384e-01 4.309729e-01 4.216091e-01 4.177479e-01 5.236823e-01 4.366289e-01 4.797620e-01 4.827832e-01 4.578148e-01 5.277738e-01 4.364181e-01 4.764703e-01 4.613015e-01 5.208339e-01 4.421457e-01 4.460558e-01 5.222458e-01 4.641206e-01 4.250654e-01 4.969117e-01 
7 127 4.841707e-01 0 0 4.677114e-01 4.524824e-01 4.887492e-01 5.536963e-01 4.659860e-01 6.639156e-01 5.003087e-01 4.398225e-01 4.691835e-01 4.808092e-01 4.862038e-01 4.352813e-01 5.157585e-01 4.427808e-01 4.353664e-01 4.136442e-01 5.142565e-01 4.232229e-01 4.767773e-01 4.909297e-01 4.586588e-01 5.484745e-01 4.500396e-01 4.718342e-01 4.628154e-01 5.306269e-01 4.413074e-01 4.427783e-01 5.176792e-01 4.558338e-01 4.223093e-01 5.069718e-01 
8 145 4.976486e-01 0 0 4.713073e-01 4.522580e-01 4.894529e-01 5.867321e-01 5.058008e-01 6.808427e-01 5.105610e-01 4.496616e-01 4.850210e-01 4.859727e-01 4.916776e-01 4.424749e-01 5.448147e-01 4.896028e-01 4.496486e-01 4.317693e-01 5.094220e-01 4.272128e-01 4.886401e-01 5.116560e-01 4.671754e-01 5.710695e-01 4.643235e-01 4.699228e-01 4.664091e-01 5.594300e-01 4.425700e-01 4.557779e-01 5.520384e-01 4.601198e-01 4.254800e-01 5.361215e-01 
9 163 4.958338e-01 0 0 4.577301e-01 4.355117e-01 4.789417e-01 5.930687e-01 5.142498e-01 6.678865e-01 4.970735e-01 4.374921e-01 4.694674e-01 4.865349e-01 4.878318e-01 4.576059e-01 5.651652e-01 4.927982e-01 4.384747e-01 4.178147e-01 5.220614e-01 4.211404e-01 5.058015e-01 5.146394e-01 4.554147e-01 5.628567e-01 4.566685e-01 4.620704e-01 4.538358e-01 5.557698e-01 4.235099e-01 4.574938e-01 5.675867e-01 4.434254e-01 4.310955e-01 5.254764e-01 
10 181 4.895275e-01 0 0 4.423827e-01 4.373684e-01 4.610271e-01 5.836958e-01 5.036715e-01 6.435574e-01 4.726151e-01 4.153474e-01 4.630654e-01 4.934599e-01 4.899118e-01 4.554882e-01 5.596502e-01 4.745280e-01 4.315645e-01 3.969534e-01 4.998028e-01 4.084618e-01 4.940996e-01 4.901595e-01 4.367551e-01 5.617679e-01 4.467682e-01 4.640505e-01 4.355826e-01 5.424420e-01 4.468748e-01 4.517804e-01 5.697509e-01 4.286946e-01 4.238894e-01 5.149950e-01 
11 199 4.940341e-01 0 0 4.370929e-01 4.314252e-01 4.561493e-01 5.717671e-01 5.117817e-01 6.385221e-01 4.712382e-01 4.055327e-01 4.511594e-01 5.005166e-01 4.885591e-01 4.559921e-01 5.720107e-01 4.679645e-01 4.314922e-01 4.011938e-01 4.978289e-01 4.227005e-01 4.864865e-01 4.766261e-01 4.293182e-01 5.661123e-01 4.650192e-01 4.538824e-01 4.325522e-01 5.440424e-01 4.677591e-01 4.768683e-01 5.923869e-01 4.329516e-01 4.171608e-01 5.104669e-01 
